20.000000,20.491400,0.000000,0.000000,0.000000
20.000000,20.491400,1.000000,1.000000,1.000000
20.000000,20.491400,2.000000,2.000000,2.000000
20.000000,20.491400,3.000000,3.000000,3.000000
20.000000,20.491400,4.000000,4.000000,4.000000
20.000000,20.491400,5.000000,5.000000,5.000000
20.000000,20.491400,6.000000,6.000000,6.000000
20.000000,20.491400,7.000000,7.000000,7.000000
20.000000,20.491400,8.000000,8.000000,8.000000
20.000000,20.491400,9.000000,9.000000,9.000000
20.000000,20.491400,10.000000,10.000000,10.000000
20.053960,20.489960,11.000000,11.000000,11.000000
20.107920,20.488520,12.000000,12.000000,12.000000
20.161880,20.487080,13.000000,13.000000,13.000000
20.215840,20.485640,14.000000,14.000000,14.000000
20.269800,20.484200,15.000000,15.000000,15.000000
20.323760,20.482760,16.000000,16.000000,16.000000
20.377720,20.481320,17.000000,17.000000,17.000000
20.431680,20.479880,18.000000,18.000000,18.000000
20.485640,20.478440,19.000000,19.000000,19.000000
20.539600,20.477000,20.000000,20.000000,20.000000
20.696000,20.473120,21.000000,21.000000,21.000000
20.852400,20.469240,22.000000,22.000000,22.000000
21.008800,20.465360,23.000000,23.000000,23.000000
21.165200,20.461480,24.000000,24.000000,24.000000
21.321600,20.457600,25.000000,25.000000,25.000000
21.478000,20.453720,26.000000,26.000000,26.000000
21.634400,20.449840,27.000000,27.000000,27.000000
21.790800,20.445960,28.000000,28.000000,28.000000
21.947200,20.442080,29.000000,29.000000,29.000000
22.103600,20.438200,30.000000,30.000000,30.000000
22.187220,20.435960,31.000000,31.000000,31.000000
22.270840,20.433720,32.000000,32.000000,32.000000
22.354460,20.431480,33.000000,33.000000,33.000000
22.438080,20.429240,34.000000,34.000000,34.000000
22.521700,20.427000,35.000000,35.000000,35.000000
22.605320,20.424760,36.000000,36.000000,36.000000
22.688940,20.422520,37.000000,37.000000,37.000000
22.772560,20.420280,38.000000,38.000000,38.000000
22.856180,20.418040,39.000000,39.000000,39.000000
22.939800,20.415800,40.000000,40.000000,40.000000
23.060680,20.412780,41.000000,41.000000,41.000000
23.181560,20.409760,42.000000,42.000000,42.000000
23.302440,20.406740,43.000000,43.000000,43.000000
23.423320,20.403720,44.000000,44.000000,44.000000
23.544200,20.400700,45.000000,45.000000,45.000000
23.665080,20.397680,46.000000,46.000000,46.000000
23.785960,20.394660,47.000000,47.000000,47.000000
23.906840,20.391640,48.000000,48.000000,48.000000
24.027720,20.388620,49.000000,49.000000,49.000000
24.148600,20.385600,50.000000,50.000000,50.000000
24.339320,20.380830,51.000000,51.000000,51.000000
24.530040,20.376060,52.000000,52.000000,52.000000
24.720760,20.371290,53.000000,53.000000,53.000000
24.911480,20.366520,54.000000,54.000000,54.000000
